city,make,model,variant,mileage,make_year,price,fuel_type,no_of_owners,color,body_type,transmission,registration_year,car_age,make_model
jaipur,maruti suzuki,alto k10,vxi,21639,2019,391426,petrol,1,white,hatchback,manual,2019,7,maruti suzuki_alto k10
jaipur,hyundai,venue,sx 1.0 (o) turbo imt,10799,2022,1006280,petrol,1,silver,suv,manual,2022,4,hyundai_venue
jaipur,maruti suzuki,vitara brezza,zdi+ dual tone,82802,2016,704158,diesel,1,red,suv,manual,2016,10,maruti suzuki_vitara brezza
jaipur,tata,altroz,xt 1.5,32290,2023,749000,diesel,1,white,hatchback,manual,2023,3,tata_altroz
jaipur,honda,city,zx cvt petrol,45569,2022,1182000,petrol,1,white,sedan,automatic,2022,4,honda_city
jaipur,volkswagen,polo,comfortline 1.2l (p),73099,2016,428000,petrol,1,silver,hatchback,manual,2016,10,volkswagen_polo
jaipur,renault,duster,rxs cvt petrol,73275,2017,612000,petrol,1,white,suv,automatic,2017,9,renault_duster
jaipur,hyundai,verna,sx (o) 1.6 vtvt at,58737,2019,905000,petrol,1,grey,sedan,automatic,2019,7,hyundai_verna
jaipur,maruti suzuki,baleno,alpha at petrol,56138,2018,589000,petrol,1,white,hatchback,automatic,2018,8,maruti suzuki_baleno
jaipur,maruti suzuki,alto k10,vxi plus,28407,2023,479000,petrol,1,white,hatchback,manual,2023,3,maruti suzuki_alto k10
jaipur,renault,duster,rxl petrol,103830,2016,447000,petrol,1,bronze,suv,manual,2016,10,renault_duster
jaipur,hyundai,elite i20,asta (o) cvt,101162,2019,649000,petrol,1,silver,hatchback,automatic,2019,7,hyundai_elite i20
jaipur,toyota,urban cruiser hyryder,g neodrive,34609,2024,1392071,petrol,1,white,suv,manual,2024,2,toyota_urban cruiser hyryder
jaipur,maruti suzuki,baleno,alpha 1.2,45482,2018,589000,petrol,1,white,hatchback,manual,2018,8,maruti suzuki_baleno
jaipur,maruti suzuki,alto k10,vxi,28522,2018,364854,petrol,1,silver,hatchback,manual,2018,8,maruti suzuki_alto k10
jaipur,volkswagen,virtus,topline 1.0 tsi mt,21032,2023,1278000,petrol,1,blue,sedan,manual,2023,3,volkswagen_virtus
jaipur,renault,kiger,rxz turbo cvt dual tone,18882,2021,739000,petrol,1,blue,suv,automatic,2023,5,renault_kiger
jaipur,maruti suzuki,s-presso,vxi plus,3735,2022,471000,petrol,1,grey,hatchback,manual,2022,4,maruti suzuki_s-presso
jaipur,renault,kwid,rxt opt,51319,2018,312732,petrol,1,silver,hatchback,manual,2018,8,renault_kwid
jaipur,hyundai,venue,s 1.5 crdi,67041,2021,922000,diesel,1,white,suv,manual,2021,5,hyundai_venue
jaipur,maruti suzuki,wagon r 1.2,zxi 1.2 amt,78763,2020,484000,petrol,1,white,hatchback,automatic,2020,6,maruti suzuki_wagon r 1.2
jaipur,volkswagen,polo,comfortline 1.0l (p),50905,2018,522000,petrol,1,grey,hatchback,manual,2018,8,volkswagen_polo
jaipur,maruti suzuki,swift,zxi plus,55056,2019,632618,petrol,1,grey,hatchback,manual,2019,7,maruti suzuki_swift
jaipur,hyundai,grand i10,magna 1.2 kappa vtvt,26049,2019,489538,petrol,1,red,hatchback,manual,2019,7,hyundai_grand i10
jaipur,honda,city,zx,50425,2019,780000,petrol,1,brown,sedan,manual,2019,7,honda_city
jaipur,renault,kwid,rxt 1.0 sce special,47391,2018,310688,petrol,1,grey,hatchback,manual,2018,8,renault_kwid
jaipur,volkswagen,polo,highline1.2l (p),60471,2015,436000,petrol,1,grey,hatchback,manual,2015,11,volkswagen_polo
jaipur,mg motors,hector,shine 1.5 petrol turbo cvt,54997,2022,1205000,petrol,1,black,suv,automatic,2022,4,mg motors_hector
jaipur,skoda,octavia,2.0l style tdi at,96790,2017,1154000,diesel,2,white,sedan,automatic,2018,9,skoda_octavia
jaipur,renault,kwid,climber 1.0 opt,64039,2017,277984,petrol,2,blue,hatchback,manual,2017,9,renault_kwid
jaipur,hyundai,grand i10,sportz 1.2 kappa vtvt,66416,2016,380184,petrol,2,white,hatchback,manual,2016,10,hyundai_grand i10
jaipur,honda,amaze,1.2 s i-vtec,108753,2014,347000,petrol,1,grey,sedan,manual,2014,12,honda_amaze
jaipur,maruti suzuki,celerio,zxi plus,40402,2022,525000,petrol,1,white,hatchback,manual,2022,4,maruti suzuki_celerio
jaipur,tata,punch,adventure mt,34889,2022,592760,petrol,1,white,suv,manual,2023,4,tata_punch
jaipur,mahindra,xuv700,mx petrol mt 5 str,50641,2022,1187735,petrol,1,blue,suv,manual,2022,4,mahindra_xuv700
jaipur,skoda,rapid,ambition 1.6 mpi,45096,2018,550858,petrol,1,grey,sedan,manual,2019,8,skoda_rapid
jaipur,honda,wr-v,s mt petrol,77491,2018,504868,petrol,1,grey,suv,manual,2018,8,honda_wr-v
jaipur,maruti suzuki,a-star,zxi,72055,2011,198000,petrol,2,blue,hatchback,manual,2011,15,maruti suzuki_a-star
jaipur,hyundai,grand i10,magna 1.2 kappa vtvt,36562,2018,454000,petrol,1,grey,hatchback,manual,2018,8,hyundai_grand i10
jaipur,maruti suzuki,alto k10,vxi,38393,2019,359000,petrol,1,white,hatchback,manual,2019,7,maruti suzuki_alto k10
jaipur,renault,kwid,rxt 1.0 sce special (o),34058,2017,303534,petrol,1,silver,hatchback,manual,2017,9,renault_kwid
jaipur,maruti suzuki,ignis,sigma 1.2 mt,5479,2021,499758,petrol,1,grey,hatchback,manual,2021,5,maruti suzuki_ignis
jaipur,hyundai,new i20,asta 1.0 turbo imt,42279,2021,801248,petrol,1,white,hatchback,manual,2021,5,hyundai_new i20
jaipur,tata,tiago nrg,petrol,50216,2018,429000,petrol,1,white,hatchback,manual,2018,8,tata_tiago nrg
jaipur,kia,seltos,gtx plus dct,64871,2020,1336343,petrol,1,black,suv,automatic,2020,6,kia_seltos
jaipur,skoda,rapid,onyx,35182,2020,765478,petrol,1,white,sedan,manual,2020,6,skoda_rapid
jaipur,hyundai,grand i10,asta 1.2 kappa vtvt,20506,2019,571298,petrol,1,silver,hatchback,manual,2019,7,hyundai_grand i10
jaipur,volkswagen,ameo,highline1.2l plus (p),30099,2017,511000,petrol,1,grey,sedan,manual,2017,9,volkswagen_ameo
jaipur,hyundai,grand i10 nios,sportz 1.2 kappa vtvt cng,27007,2022,748104,cng,1,grey,hatchback,manual,2022,4,hyundai_grand i10 nios
jaipur,hyundai,alcazar,platinum 1.5 mt petrol 7str,2002,2024,1826543,petrol,1,blue,suv,manual,2025,2,hyundai_alcazar
jaipur,maruti suzuki,eeco,5 str ac (o),29676,2022,499758,petrol,1,white,muv,manual,2022,4,maruti suzuki_eeco
jaipur,honda,amaze,1.2 vx i-vtec,82455,2014,351000,petrol,3,white,sedan,manual,2014,12,honda_amaze
jaipur,tata,tiago,revotron xz,100863,2018,372008,petrol,1,grey,hatchback,manual,2018,8,tata_tiago
jaipur,volkswagen,vento,highline 1.2 (p) at,108771,2019,599914,petrol,1,white,sedan,automatic,2019,7,volkswagen_vento
jaipur,hyundai,verna,sx opt ivt petrol,54903,2022,1189000,petrol,1,black,sedan,automatic,2022,4,hyundai_verna
jaipur,tata,safari,xza plus,82289,2022,1650098,diesel,1,purple,suv,automatic,2022,4,tata_safari
jaipur,mahindra,kuv100,k4 6 str,71745,2016,310688,petrol,1,orange,crossover,manual,2016,10,mahindra_kuv100
jaipur,maruti suzuki,wagon r 1.0,vxi,17344,2022,535000,petrol,1,white,hatchback,manual,2022,4,maruti suzuki_wagon r 1.0
jaipur,tata,punch,adventure rhythm pack mt,26313,2023,671454,petrol,1,grey,suv,manual,2023,3,tata_punch
jaipur,hyundai,creta,sx opt turbo dct petrol,81377,2020,1280570,petrol,1,black,suv,automatic,2020,6,hyundai_creta
jaipur,ford,ecosport,trend 1.5 ti-vct,76229,2014,356678,petrol,2,white,suv,manual,2014,12,ford_ecosport
jaipur,hyundai,grand i10,sportz 1.2 kappa vtvt,91823,2016,384272,petrol,1,grey,hatchback,manual,2016,10,hyundai_grand i10
jaipur,hyundai,aura,sx 1.2 cng,44349,2023,737000,cng,1,white,sedan,manual,2023,3,hyundai_aura
jaipur,tata,altroz,xza+,24900,2022,729000,petrol,1,grey,hatchback,automatic,2022,4,tata_altroz
jaipur,hyundai,grand i10,sportz u2 1.2 crdi,95688,2018,451724,diesel,1,white,hatchback,manual,2019,8,hyundai_grand i10
jaipur,ford,ecosport,trend+ 1.5l tdci,95660,2016,458878,diesel,1,bronze,suv,manual,2016,10,ford_ecosport
jaipur,hyundai,venue,sx (o) 1.0 turbo imt,16278,2023,1095030,petrol,1,white,suv,manual,2023,3,hyundai_venue
jaipur,datsun,redi-go,a,47503,2021,272000,petrol,1,silver,hatchback,manual,2022,5,datsun_redi-go
jaipur,toyota,etios,g,52159,2014,324996,petrol,1,silver,sedan,manual,2014,12,toyota_etios
jaipur,maruti suzuki,fronx,delta 1.2l ags,13304,2023,807000,petrol,1,white,suv,automatic,2023,3,maruti suzuki_fronx
jaipur,maruti suzuki,brezza,zxi plus,49607,2022,1000000,petrol,1,white,suv,manual,2022,4,maruti suzuki_brezza
jaipur,maruti suzuki,baleno,delta cng,36978,2023,722000,petrol+cng,1,blue,hatchback,manual,2023,3,maruti suzuki_baleno
jaipur,volkswagen,vento,1.5l highline diesel,92581,2015,496000,diesel,1,brown,sedan,manual,2015,11,volkswagen_vento
jaipur,mahindra,scorpio,s5,40396,2022,1299191,diesel,1,white,suv,manual,2022,4,mahindra_scorpio
jaipur,honda,amaze,1.2 s i-vtec,63895,2017,390404,petrol,3,grey,sedan,manual,2017,9,honda_amaze
jaipur,volkswagen,polo,all star 1.2 (p),76593,2017,466000,petrol,1,white,hatchback,manual,2017,9,volkswagen_polo
lucknow,honda,city,zx diesel,55509,2022,1196753,diesel,1,white,sedan,manual,2022,4,honda_city
lucknow,maruti suzuki,wagon r 1.0,vxi 1.0,35413,2021,452000,petrol,1,grey,hatchback,manual,2021,5,maruti suzuki_wagon r 1.0
lucknow,maruti suzuki,swift,zxi amt,58937,2020,590000,petrol,1,grey,hatchback,automatic,2020,6,maruti suzuki_swift
lucknow,honda,amaze,1.2 s i-vtec cng (outside fitted),38220,2023,662000,cng,1,white,sedan,manual,2023,3,honda_amaze
lucknow,maruti suzuki,baleno,alpha 1.2,63364,2016,480000,petrol,1,blue,hatchback,manual,2016,10,maruti suzuki_baleno
lucknow,kia,seltos,htx 1.5 diesel,104569,2021,998000,diesel,1,grey,suv,manual,2021,5,kia_seltos
lucknow,tata,altroz,xt petrol,44185,2020,492000,petrol,1,golden,hatchback,manual,2020,6,tata_altroz
lucknow,maruti suzuki,ciaz,zeta 1.5,23580,2022,829000,petrol,1,blue,sedan,manual,2022,4,maruti suzuki_ciaz
lucknow,renault,triber,rxl,44731,2023,561000,petrol,1,brown,muv,manual,2023,3,renault_triber
lucknow,tata,tigor,xz plus,37725,2023,608000,petrol,1,grey,sedan,manual,2024,3,tata_tigor
lucknow,hyundai,creta,ex petrol,107289,2023,940000,petrol,1,white,suv,manual,2023,3,hyundai_creta
lucknow,hyundai,venue,s 1.2 petrol,26624,2022,705000,petrol,1,white,suv,manual,2022,4,hyundai_venue
lucknow,mahindra,xuv500,w5,58637,2019,819000,diesel,1,white,suv,manual,2019,7,mahindra_xuv500
lucknow,tata,altroz,xz diesel,37852,2021,661000,diesel,1,white,hatchback,manual,2021,5,tata_altroz
lucknow,maruti suzuki,baleno,zeta,27408,2019,558000,petrol,1,blue,hatchback,manual,2019,7,maruti suzuki_baleno
lucknow,hyundai,eon,era +,45598,2016,253000,petrol,1,silver,hatchback,manual,2017,10,hyundai_eon
lucknow,maruti suzuki,wagon r,zxi 1.2,30751,2023,536000,petrol,1,white,hatchback,manual,2023,3,maruti suzuki_wagon r
lucknow,maruti suzuki,ignis,alpha 1.2 mt,49195,2017,433000,petrol,1,silver,hatchback,manual,2017,9,maruti suzuki_ignis
lucknow,nissan,sunny,xv,104504,2013,358000,petrol,1,grey,sedan,manual,2014,13,nissan_sunny
lucknow,honda,city,v petrol mt,32464,2023,1050258,petrol,1,brown,sedan,manual,2023,3,honda_city
lucknow,mg motors,hector plus,savvy pro 1.5 turbo petrol cvt 7 str,23634,2023,1849213,petrol,1,white,suv,automatic,2023,3,mg motors_hector plus
lucknow,hyundai,venue,s 1.2 petrol,29519,2022,721000,petrol,1,white,suv,manual,2022,4,hyundai_venue
lucknow,kia,seltos,htx plus at d,98236,2020,1061413,diesel,1,grey,suv,automatic,2020,6,kia_seltos
lucknow,maruti suzuki,celerio,vxi amt,48888,2022,460000,petrol,1,grey,hatchback,automatic,2022,4,maruti suzuki_celerio
lucknow,hyundai,aura,sx 1.2 petrol,13079,2023,721000,petrol,1,white,sedan,manual,2024,3,hyundai_aura
lucknow,maruti suzuki,s-cross,zeta,62523,2021,699000,petrol,1,grey,suv,manual,2021,5,maruti suzuki_s-cross
lucknow,honda,amaze,vx mt 1.2 petrol,47876,2022,665000,petrol,1,grey,sedan,manual,2022,4,honda_amaze
lucknow,hyundai,aura,sx 1.2 petrol,85097,2021,568000,petrol,1,grey,sedan,manual,2021,5,hyundai_aura
lucknow,honda,amaze,vx mt 1.5 diesel,21650,2022,807000,diesel,2,grey,sedan,manual,2022,4,honda_amaze
lucknow,tata,nexon,xza plus diesel,36440,2021,861000,diesel,2,white,suv,automatic,2022,5,tata_nexon
lucknow,maruti suzuki,celerio,zxi amt,31392,2018,408000,petrol,1,grey,hatchback,automatic,2019,8,maruti suzuki_celerio
lucknow,maruti suzuki,swift dzire,zdi,51283,2015,456000,diesel,1,blue,sedan,manual,2015,11,maruti suzuki_swift dzire
lucknow,tata,tiago,revotron xz plus,26745,2021,530000,petrol,1,grey,hatchback,manual,2021,5,tata_tiago
lucknow,hyundai,new i20,asta (o) 1.5 mt diesel,54986,2021,838000,diesel,1,blue,hatchback,manual,2021,5,hyundai_new i20
lucknow,maruti suzuki,alto 800,vxi,22945,2021,356000,petrol,1,white,hatchback,manual,2021,5,maruti suzuki_alto 800
lucknow,honda,amaze,s mt 1.2 petrol,7801,2023,687000,petrol,1,brown,sedan,manual,2023,3,honda_amaze
lucknow,honda,city,vx cvt,94655,2016,549000,petrol,1,brown,sedan,automatic,2016,10,honda_city
lucknow,hyundai,grand i10 nios,sportz 1.2 kappa cng,14048,2023,736000,cng,1,white,hatchback,manual,2024,3,hyundai_grand i10 nios
lucknow,honda,wr-v,vx mt diesel,65698,2021,839000,diesel,1,brown,suv,manual,2021,5,honda_wr-v
lucknow,honda,wr-v,vx mt diesel,103522,2021,797000,diesel,1,white,suv,manual,2021,5,honda_wr-v
lucknow,hyundai,verna,sx plus 1.6 crdi at,50614,2017,794000,diesel,1,black,sedan,automatic,2017,9,hyundai_verna
lucknow,ford,figo,trend 1.2 ti-vct,82178,2016,328000,petrol,1,grey,hatchback,manual,2016,10,ford_figo
lucknow,hyundai,venue,sx (o) 1.5 crdi,54417,2022,976000,diesel,1,white,suv,manual,2022,4,hyundai_venue
lucknow,maruti suzuki,celerio,zxi plus,11058,2022,558000,petrol,1,white,hatchback,manual,2022,4,maruti suzuki_celerio
lucknow,honda,cr-v,2.0l 2wd mt,77773,2013,570000,petrol,1,grey,suv,manual,2013,13,honda_cr-v
lucknow,mahindra,xuv700,ax 5 diesel mt 5 str,72898,2022,1416835,diesel,1,blue,suv,manual,2022,4,mahindra_xuv700
lucknow,hyundai,grand i10,sportz 1.2 kappa vtvt,77730,2017,354000,petrol,1,white,hatchback,manual,2018,9,hyundai_grand i10
lucknow,maruti suzuki,wagon r 1.0,vxi (o) 1.0 amt,45937,2021,478000,petrol,1,white,hatchback,automatic,2022,5,maruti suzuki_wagon r 1.0
lucknow,maruti suzuki,baleno,delta mt,10622,2024,706000,petrol,1,silver,hatchback,manual,2024,2,maruti suzuki_baleno
lucknow,tata,altroz,xz petrol,46353,2022,649000,petrol,1,grey,hatchback,manual,2022,4,tata_altroz
lucknow,kia,seltos,gtx plus at d,96343,2021,1280000,diesel,1,black,suv,automatic,2021,5,kia_seltos
lucknow,volkswagen,vento,highline 1.0l tsi,107731,2021,698000,petrol,1,white,sedan,manual,2021,5,volkswagen_vento
lucknow,volkswagen,polo,comfortline 1.0l (p),27734,2019,529000,petrol,1,white,hatchback,manual,2020,7,volkswagen_polo
lucknow,maruti suzuki,wagon r,zxi plus 1.2,31453,2022,554000,petrol,1,grey,hatchback,manual,2022,4,maruti suzuki_wagon r
lucknow,maruti suzuki,wagon r,vxi 1.0 ags,8885,2024,551000,petrol,2,white,hatchback,automatic,2024,2,maruti suzuki_wagon r
lucknow,hyundai,i20,asta (o) 1.2 ivt,9468,2023,961000,petrol,1,blue,hatchback,automatic,2023,3,hyundai_i20
lucknow,toyota,urban cruiser,premium grade at,22481,2021,875000,petrol,1,grey,suv,automatic,2021,5,toyota_urban cruiser
lucknow,maruti suzuki,s-cross,alpha,61743,2022,835000,petrol,1,white,suv,manual,2022,4,maruti suzuki_s-cross
lucknow,hyundai,grand i10 nios,sportz 1.2 kappa vtvt cng,109550,2021,551000,cng,1,silver,hatchback,manual,2021,5,hyundai_grand i10 nios
lucknow,renault,kwid,climber 1.0 opt,26679,2021,421000,petrol,1,blue,hatchback,manual,2021,5,renault_kwid
lucknow,maruti suzuki,vitara brezza,zdi ags,104760,2019,640000,diesel,1,red,suv,automatic,2019,7,maruti suzuki_vitara brezza
lucknow,maruti suzuki,baleno,delta,62959,2019,472000,petrol,1,grey,hatchback,manual,2019,7,maruti suzuki_baleno
lucknow,honda,wr-v,vx mt petrol,54842,2022,695000,petrol,1,white,suv,manual,2022,4,honda_wr-v
lucknow,kia,sonet,htk plus 1.2 petrol mt,15311,2024,955000,petrol,1,grey,suv,manual,2024,2,kia_sonet
lucknow,mahindra,xuv 300,w8 (o) diesel,57378,2021,897000,diesel,1,red,suv,manual,2021,5,mahindra_xuv 300
lucknow,chevrolet,spark,ls 1.0,32113,2013,162000,petrol,1,grey,hatchback,manual,2013,13,chevrolet_spark
lucknow,maruti suzuki,ignis,zeta 1.2 amt,55893,2017,424000,petrol,1,silver,hatchback,automatic,2017,9,maruti suzuki_ignis
lucknow,maruti suzuki,s-cross,zeta,42576,2022,778000,petrol,1,blue,suv,manual,2022,4,maruti suzuki_s-cross
lucknow,kia,seltos,htk plus d,66530,2022,1071513,diesel,1,red,suv,manual,2022,4,kia_seltos
lucknow,maruti suzuki,wagon r stingray,vxi,59597,2014,285000,petrol,1,grey,hatchback,manual,2014,12,maruti suzuki_wagon r stingray
lucknow,kia,sonet,gtx plus 1.0 dct,33861,2020,934000,petrol,2,red,suv,automatic,2020,6,kia_sonet
lucknow,hyundai,grand i10,sportz 1.2 kappa vtvt,27595,2017,397000,petrol,1,white,hatchback,manual,2017,9,hyundai_grand i10
lucknow,hyundai,venue,sx plus 1.0 turbo dct,53964,2019,743000,petrol,1,blue,suv,automatic,2019,7,hyundai_venue
lucknow,honda,wr-v,sv mt diesel,62536,2020,766000,diesel,1,white,suv,manual,2020,6,honda_wr-v
lucknow,honda,amaze,1.2 vx mt petrol,61851,2021,629000,petrol,1,silver,sedan,manual,2021,5,honda_amaze
lucknow,maruti suzuki,baleno,alpha mt,30882,2023,792000,petrol,1,white,hatchback,manual,2023,3,maruti suzuki_baleno
lucknow,renault,kwid,climber 1.0 amt,34084,2017,291000,petrol,2,bronze,hatchback,automatic,2018,9,renault_kwid
lucknow,maruti suzuki,grand vitara,alpha plus intelligent hybrid ecvt,76642,2023,1571955,hybrid,1,white,suv,automatic,2023,3,maruti suzuki_grand vitara
lucknow,hyundai,venue,sx (o) 1.5 crdi,30420,2023,1187663,diesel,1,white,suv,manual,2023,3,hyundai_venue
lucknow,renault,kwid,rxt (o) 1.0 sce edition,23972,2019,327000,petrol,1,red,hatchback,manual,2019,7,renault_kwid
lucknow,kia,seltos,x line diesel at,56641,2022,1494658,diesel,1,grey,suv,automatic,2022,4,kia_seltos
lucknow,tata,tigor,xz,44630,2022,545000,petrol,1,white,sedan,manual,2022,4,tata_tigor
lucknow,maruti suzuki,ignis,zeta 1.2 amt,91581,2022,525000,petrol,1,blue,hatchback,automatic,2022,4,maruti suzuki_ignis
lucknow,honda,city,vx cvt,75158,2015,484000,petrol,2,maroon,sedan,automatic,2016,11,honda_city
lucknow,ford,ecosport,titanium 1.5l tdci,46716,2018,608000,diesel,1,blue,suv,manual,2018,8,ford_ecosport
lucknow,honda,amaze,1.2 vx i-vtec petrol+cng (outside fitted),49012,2020,620000,cng,1,brown,sedan,manual,2020,6,honda_amaze
lucknow,hyundai,grand i10 nios,sportz 1.2 kappa vtvt,52669,2021,554000,petrol,1,grey,hatchback,manual,2021,5,hyundai_grand i10 nios
lucknow,hyundai,grand i10 nios,sportz amt 1.2 kappa vtvt,24602,2023,684000,petrol,1,white,hatchback,automatic,2023,3,hyundai_grand i10 nios
lucknow,maruti suzuki,alto 800,lxi,56617,2017,252000,petrol,1,white,hatchback,manual,2017,9,maruti suzuki_alto 800
lucknow,volkswagen,vento,highline 1.0l tsi,60920,2021,759000,petrol,1,white,sedan,manual,2022,5,volkswagen_vento
lucknow,honda,city,zx petrol mt,12667,2024,1384568,petrol,1,white,sedan,manual,2024,2,honda_city
lucknow,tata,nexon,xza plus (o) diesel,45201,2021,972000,diesel,1,white,suv,automatic,2021,5,tata_nexon
lucknow,maruti suzuki,wagon r 1.0,vxi,17450,2012,256000,petrol,1,red,hatchback,manual,2012,14,maruti suzuki_wagon r 1.0
lucknow,maruti suzuki,dzire,zxi plus ags,23688,2022,721000,petrol,2,silver,sedan,automatic,2022,4,maruti suzuki_dzire
lucknow,tata,tigor,xz plus,31424,2022,615000,petrol,1,blue,sedan,manual,2022,4,tata_tigor
lucknow,maruti suzuki,alto 800,vxi plus,13338,2022,401000,petrol,1,white,hatchback,manual,2022,4,maruti suzuki_alto 800
lucknow,renault,kwid,rxl,51379,2018,245000,petrol,2,red,hatchback,manual,2019,8,renault_kwid
lucknow,mahindra,xuv700,ax 3 diesel mt 7 str,30686,2023,1589545,diesel,1,blue,suv,manual,2023,3,mahindra_xuv700
lucknow,hyundai,grand i10 nios,magna 1.2 kappa vtvt,36228,2021,515000,petrol,1,blue,hatchback,manual,2021,5,hyundai_grand i10 nios
lucknow,maruti suzuki,alto 800,vxi plus,15326,2023,419000,petrol,1,white,hatchback,manual,2023,3,maruti suzuki_alto 800
lucknow,hyundai,creta,sx opt turbo dct petrol,52473,2020,1235133,petrol,1,black,suv,automatic,2021,6,hyundai_creta
lucknow,honda,brio,s mt,66156,2013,235000,petrol,1,grey,hatchback,manual,2013,13,honda_brio
lucknow,maruti suzuki,alto k10,vxi plus,110445,2023,387000,petrol,1,white,hatchback,manual,2023,3,maruti suzuki_alto k10
lucknow,renault,kwid,1.0l rxt(o) amt,33580,2021,382000,petrol,1,white,hatchback,automatic,2021,5,renault_kwid
lucknow,honda,wr-v,sv mt petrol,40832,2022,621000,petrol,2,white,suv,manual,2022,4,honda_wr-v
lucknow,volkswagen,polo,comfortline 1.0l (p),51771,2019,539000,petrol,1,silver,hatchback,manual,2020,7,volkswagen_polo
lucknow,maruti suzuki,alto 800,vxi,27556,2019,319000,petrol,1,silver,hatchback,manual,2019,7,maruti suzuki_alto 800
lucknow,maruti suzuki,alto k10,vxi plus,24573,2023,450000,petrol,1,silver,hatchback,manual,2023,3,maruti suzuki_alto k10
lucknow,ford,ecosport,s mt 1.5 tdci,119914,2020,680000,diesel,1,white,suv,manual,2020,6,ford_ecosport
lucknow,renault,triber,rxz,43319,2020,551000,petrol,1,silver,muv,manual,2020,6,renault_triber
lucknow,honda,amaze,1.2 v mt petrol,63145,2020,546000,petrol,1,red,sedan,manual,2020,6,honda_amaze
lucknow,honda,city,zx cvt petrol,103050,2020,901000,petrol,1,brown,sedan,automatic,2020,6,honda_city
lucknow,hyundai,venue,sx 1.2 petrol,19974,2023,951000,petrol,1,blue,suv,manual,2023,3,hyundai_venue
lucknow,renault,kwid,rxt (o) 1.0 sce edition,53738,2018,295000,petrol,1,silver,hatchback,manual,2018,8,renault_kwid
lucknow,honda,city,zx cvt,87170,2018,725000,petrol,1,brown,sedan,automatic,2018,8,honda_city
lucknow,maruti suzuki,swift,vxi amt,18955,2023,685000,petrol,1,white,hatchback,automatic,2023,3,maruti suzuki_swift
lucknow,tata,tigor,xz plus,33037,2021,574000,petrol,1,grey,sedan,manual,2022,5,tata_tigor
lucknow,maruti suzuki,grand vitara,zeta plus intelligent hybrid ecvt,37429,2022,1457000,hybrid,1,blue,suv,automatic,2023,4,maruti suzuki_grand vitara
lucknow,mahindra,xuv700,ax 7 petrol mt 7 str,10994,2022,1690545,petrol,1,black,suv,manual,2022,4,mahindra_xuv700
lucknow,volkswagen,vento,1.2l highline petrol at,59648,2016,539000,petrol,1,white,sedan,automatic,2016,10,volkswagen_vento
lucknow,ford,ecosport,titanium 1.5l tdci,92860,2019,619000,diesel,1,silver,suv,manual,2019,7,ford_ecosport
lucknow,honda,wr-v,vx mt petrol,47809,2017,555000,petrol,1,grey,suv,manual,2017,9,honda_wr-v
lucknow,ford,figo aspire,titanium plus 1.2 ti-vct,78776,2021,549000,petrol,1,white,sedan,manual,2021,5,ford_figo aspire
lucknow,mahindra,kuv100,k2+ 6 str,40917,2016,265000,petrol,2,grey,crossover,manual,2016,10,mahindra_kuv100
lucknow,hyundai,grand i10 nios,sportz amt 1.2 kappa vtvt,124717,2021,542000,petrol,1,grey,hatchback,automatic,2021,5,hyundai_grand i10 nios
lucknow,hyundai,new i20,asta (o) 1.2 mt dual tone,48093,2021,737000,petrol,1,red,hatchback,manual,2021,5,hyundai_new i20
lucknow,hyundai,new santro 1.1,sportz mt,48775,2020,406000,petrol,1,silver,hatchback,manual,2021,6,hyundai_new santro 1.1
lucknow,tata,tigor,xm,12354,2021,509000,petrol,1,blue,sedan,manual,2021,5,tata_tigor
lucknow,maruti suzuki,celerio,vxi,22280,2024,528000,petrol,1,white,hatchback,manual,2025,2,maruti suzuki_celerio
lucknow,renault,kwid,rxt,13011,2016,247000,petrol,1,white,hatchback,manual,2017,10,renault_kwid
lucknow,maruti suzuki,alto 800,lxi,72718,2016,232000,petrol,1,grey,hatchback,manual,2016,10,maruti suzuki_alto 800
lucknow,maruti suzuki,alto k10,vxi plus (o) ags,3075,2024,542000,petrol,1,white,hatchback,automatic,2024,2,maruti suzuki_alto k10
lucknow,maruti suzuki,wagon r 1.0,vxi,74948,2015,284000,petrol,1,grey,hatchback,manual,2015,11,maruti suzuki_wagon r 1.0
lucknow,tata,altroz,xz 1.2,83242,2022,571000,petrol,1,white,hatchback,manual,2022,4,tata_altroz
lucknow,honda,amaze,vx mt 1.2 petrol,13707,2023,781000,petrol,1,brown,sedan,manual,2023,3,honda_amaze
lucknow,hyundai,new santro 1.1,sportz mt,36888,2019,391000,petrol,1,white,hatchback,manual,2019,7,hyundai_new santro 1.1
lucknow,renault,kwid,1.0 rxt opt,66739,2020,340000,petrol,1,bronze,hatchback,manual,2021,6,renault_kwid
lucknow,maruti suzuki,alto 800,vxi,29586,2022,379000,petrol,1,white,hatchback,manual,2022,4,maruti suzuki_alto 800
lucknow,maruti suzuki,dzire,vxi,41385,2019,528000,petrol,1,white,sedan,manual,2019,7,maruti suzuki_dzire
lucknow,ford,ecosport,titanium+ 1.0l ecoboost,43273,2016,583000,petrol,1,grey,suv,manual,2016,10,ford_ecosport
lucknow,renault,duster,adventure edition 85 ps rxl 4x2 mt,113269,2017,387000,diesel,2,white,suv,manual,2017,9,renault_duster
lucknow,tata,tigor,xz petrol,22556,2022,583000,petrol,1,blue,sedan,manual,2022,4,tata_tigor
lucknow,maruti suzuki,swift dzire,zdi,99597,2015,442000,diesel,1,grey,sedan,manual,2015,11,maruti suzuki_swift dzire
